text,label
"Temer encontra presidente da Nestlé e negocia venda do Aquífero Guarani----O discreto encontro entre o presidente de facto Michel Temer e o presidente da Nestlé Paul Bulcke acelera as negociações para a concessão às multinacionais para explorar o Aquífero Guarany. O Correio do Brasil ja havia denunciado a negociação em curso desde 2016.A passagem do presidente de facto Michel Temer pela Suíça na semana passada durante o Fórum Econômico Mundial de forma praticamente invisível começa a se explicar melhor a partir do artigo do reverenciado ativista ambiental norte-americana Franklin Frederick. Presente ao Fórum Frederic lembrou em artigo publicado na mídia internacional os conceitos que embalam o governo imposto no Brasil após o golpe de Estado em curso desde Maio de 2016.“O que Temer chama de ‘reformas’ são o seu programa de privatizações complementado por medidas que procuram retirar quaisquer barreiras à expansão do capital sejam elas leis de proteção ambiental ou de direitos de trabalhadores. Como programa político estas ‘reformas’ não têm – nem poderiam ter – nenhum apoio da população e por isso devem ser apresentadas como uma inevitabilidade histórica – ‘não há alternativas” afirmou Frederick.Jantar reservadoAinda segundo o ativista “Temer em Davos exprimiu sua completa adesão aos objetivos do neoliberalismo – o que já sabemos – porém mais ainda o discurso revelou para alívio da elite econômica em Davos que há no Brasil poderes organizados capazes de utilizar diversas formas de violência para sustentar o seu governo e as suas propostas; eliminando a possibilidade de qualquer alternativa.“Estranhamente o segundo evento oficial anunciado pelo Fórum em que Temer participaria um debate público com a participação do Prefeito de São Paulo João Dória do Presidente do Bradesco do CEO do Itaú-Unibanco e do CEO da Nestlé Paul Bulcke desapareceu da agenda do Fórum. Mas em um evento fora do programa oficial um jantar fechado para convidados onde Temer fez a abertura do painel Dando Forma à Nova Narrativa Brasileira o CEO da Nestlé estava entre os convidados como informou (o diário conservador paulistano) Folha de São Paulo.Nestlé e Coca-Cola“Ao que tudo indica decidiram que o presidente Temer e o CEO da Nestlé não deveriam aparecer juntos em público. Afinal a Nestlé é bem conhecida pelo seu apoio à privatização da água; e que negociações sobre este tema já existem entre a empresa e o presidente Temer é de conhecimento público. A rejeição da maioria da população brasileira à privatização da água parece ter influído em tornar mais discreto o encontro entre Temer e o CEO da Nestlé em Davos” pontua.A agenda de Temer em Davos porém ainda segundo Frederick revela a importância do tema água:“Temer teve encontros privados com o Presidente Global da Ambev Carlos Brito; e com o CEO da Coca-Cola James Quincey. Temer também encontrou o CEO da Dow Chemical Andrew Liveris. A água é a principal matéria prima utilizada pela Coca-Cola e pela Ambev. E ‘por coincidência’ Andrew Liveris faz parte do ‘Governing Council’ do Water Resources Group –WRG – a iniciativa da Nestlé; Coca-Cola e Pepsi para privatizar a água através de parcerias público-privadas. No site oficial do WRG Andrew Liveris aparece ao lado do ex-CEO da Coca-Cola Muhtar Kent – outro membro do ‘Governing Council’ do WRG” acrescentou.Frederick acrescenta que “a Diretora de Comércio e Política de Investimentos da Dow Chemical Lisa Schroeter aparece como membro do ‘Steering Board’ do WRG junto com Dominic Waughray; que é membro também do Comitê Executivo do próprio Fórum Econômico Mundial”.Correio do Brasil“A Ambev é parte da AB InBev grupo que comprou a sua grande rival SABMiller por US$ 107 bilhões numa mega fusão que concentrou ainda mais o mercado das grandes empresas engarrafadoras de água cerveja e refrigerantes. A SABMiller é uma das empresas fundadoras do WRG… O maior acionista individual do grupo AB InBev é o brasileiro radicado na Suíça Jorge Paulo Lemann” sublinha.Nestlé Coca-Cola Pepsi Ambev; Dow Chemical WRG e toda esta rede de relações em torno do Fórum Econômico Mundial revelam como o big business se organiza para promover e executar sua agenda de apropriação das riquezas do planeta.Em um outro artigo também publicado na mídia internacional Frederick cita uma reportagem icônica do Correio do Brasil:“Devemos lembrar primeiro de um importante artigo publicado pelo jornal Correio do Brasil no dia 22/08/2016 com o título: ‘Multinacionais querem privatizar uso da água e Temer negocia” . O artigo informa que “segundo revelou um alto funcionário da Agência Nacional de Águas (ANA) em condição de anonimato (…). O Aquífero Guarani  reserva de água doce com mais de 12 milhão de km²; deverá constar na lista de bens públicos privatizáveis (…) As negociações com os principais conglomerados transnacionais do setor entre elas a Nestlé e a Coca-Cola seguem ‘a passos largos”.Em defesa doAquífero GuaraniE o autor segue adiante. “É importante lembrar também que na data deste artigo; a presidente eleita Dilma Roussef ainda enfrentava o julgamento do processo de impeachment. Mas Temer já atuava como Presidente ‘de facto’; ou seja mesmo antes do golpe consumado já se negociava a privatização dos recursos naturais brasileiros a verdadeira razão por trás do golpe.“Em março próximo o Brasil vai sediar o Fórum Mundial da Água em Brasília. A Nestlé e o Water Resources Group estarão lá; já que este é o Fórum das grandes empresas privadas. As empresas públicas de água brasileiras e ainda mais as águas subterrâneas  e as fontes de água mineral são os  ‘alvos’ que esta proximidade entre Temer e Paul Bulcke indicam. A privatização destas empresas e recursos naturais será; naturalmente apresentada como a ‘solução’ dentro do Fórum Mundial da Água” ressalta Frederick.“Espero que o Fórum Mundial Alternativo da Água que se organiza também em março; como resposta da sociedade civil às políticas neoliberais reserve um bom tempo e espaço para trocar informações; e analisar as diversas práticas da Nestlé no mundo. Trata-se de uma questão fundamental” conclui.",FAKE
"Deputado apanha na cadeia ao ser preso por engano em cela comum----Um homem foi preso essa manha [sic.] em Brasilia [sic.] autuado em flagrante bebado [sic.] ao volante feito o bafómetro [sic.] foi direcionado a [sic.] delegacia onde ficou preso por um período de 16 horas [sic.]O que ninguém imaginava é que o cidadão nada mais era que o Deputado Federal [sic.] Luiz Alado embora ele tentou [sic.] se identificar como deputado devido ao alto indice [sic.] de embriagues [sic.] os policias acharam que o Homem [sic.] estava dizendo aquilo sob o efeito do álcool [sic.][sic.] Ele falou que não podíamos lhe prender que ele era alguém muito importante Deputado Federal porém como ele  não portava documentos e estava em estado de embriaguez não levamos em conta suas palavras antes demos sequencia [sic.] no procedimento da prisão Diz [sic.] o policial Anderson GererO Homem  [sic.] que até então não havia sido identificado como deputado foi levado para a delegacia para ser ouvido  [sic.] porém apos ofender o delegado ele ficou trancado em uma cela comum  [sic.] até que o efeito do alcool [sic.] passasse  [sic.] ele estava totalmente fora de si [sic.] disse o delegado de plantão .Apos o deputado entrar na cela houve desentendimento com alguns presos que o reconheceram como parlamentar e começaram a bater no homem que teve um olho roxo escoriações pelo corpo e a camisa rasgada.Dudu detento que esta preso na mesma cela que o deputado ficou diz [sic.] que apoiou o espancamento porque ta [sic.] cansado de ver o povo brasileiro levar a pior na mãos desses politicos [sic.] Dizem que nós somos bandidos mas bandidos é esse políticos [sic.] sem vergonha nós não fizemos nada de mais  [sic.] só realizamos o sonho dos brasileiros que é dar um pau em politico safado [sic.] finaliza o detento.O delegado [sic.] diz que socorreu o deputado das agressões porém só pode comprovar a identidade do homem apos [sic.] o efeito do álcool passar.[sic.] Se eu soubesse que o preso na questão era mesmo um deputado até queria ter dado ums [sic.] tapa nele  [sic.] acrescentou um agente penitenciário.O caso esta [sic.] sendo investigado em sigilo de justiça [sic.].",FAKE
"Lula movimentou R$ 523 milhões antes do bloqueio dos seus R$ 9 milhões----Relatório do Coaf e que foi parar nas mãos da Polícia Federal e depois para a imprensa demonstram que Lula sacou R$ 523 milhões que tinha investido em fundos administrados pelo BB Gestão de Recursos - Distribuidora de Títulos e Valores Mobiliários tudo pouco antes do bloqueio dos R$9 milhões aplicados na Brasil Prev.As provas de uma das aplicações em fundos de investimento entre abril de 2011 e 2015 foram apresentadas pela Lava Jato em março.O documento da Coaf sobre a movimentação financeira de Lula no valor total de R$ 523 milhões é de domínio público.",FAKE
"Jean Wyllys diz que deixará o Brasil se Dilma sofrer Impeachment e Lula for preso----“É óbvio que eu vou sair [do Brasil]” afirmou o deputado. Ainda neste domingo  páginas no Facebook relacionadas ao deputado brincavam com a polêmica criada pelo deputado. “Se é para o bem dos bons e desespero total dos coxinhas diga ao povo que sai do Brasil!” dizia uma delas.O Deputado Jean Willys afirmou ao G1 nesta segunda-feira que deixará o Brasil conforme havia sugerido caso Dilma Rousseff (PT) sofrer Impeachment e Lula for preso.A celeuma começou em uma conversa na internet transmitida em vídeo da qual o deputado participava. Em um dado momento jean afirmou que deixaria o país se Dilma renunciasse partir daí à medida que Dilma oscilava à frente das investigações  “memes” eram criados para brincar com uma possível futura saída de Jean do país.Marcado para proxima semana dia da decisão de Impeachment presidenciais o evento criado no Facebook “Festa de Despedida da Dilma” chegou a receber 11 mil confirmações de presença. Ao G1 o deputao afirmou que foi mal interpretado pois sua declaração foi tirada de contexto. “Eu estava comentando que eu estou sendo boicotado as redes sociais ameaçado de morte sendo perseguido nas redes sociais fui pra lista negra da direita raivosa” afirmou.“Tinha saído de um almoço naquele dia e muitas pessoas tinha comentado também que estavam todos saindo do Brasil. O êxodo do Brasil é um fato. E eu falei que isso está ficando uma coisa muito preocupante. Porque nós não conseguimos ter uma segurança mínima para morar no Brasil e se isso continuar provavelmente a gente vai ter que fazer uma vila de exilados” completou.“Daí a transformar isso em uma promessa para eu sair é um banimento. Isso é um ato de fascismo absoluto” falou jean em resposta às manifestações de que ele deveria deixar o Brasil. “Criaram páginas de despedida. Ontem eu vi um dizendo ‘O Brasil é meu sai daqui’. As pessoas estão tendo uma noção muito equivocada do que se trata a democracia”.VítimaDepois de ter virado vidraça em meio à agressiva reta final da saia de Dilma disputada entre PT e PSDB o deputado diz não se considerar uma vítima. “Eu me expus sabendo exatamente do risco que eu estou correndo. Faço questão de me expor porque eu estou agindo diante de todo um rigor de direitos que eu possuo. Eu faço questão de não abrir mão desses direitos”.Ele classifica a saida de Dilma Rousseff como “uma grande tragédia” que anuncia “repercussões das mais sombrias” repletas de “ódio muito ódio”. “As pessoas estão divididas. Começam a querer separatismo. Coisas nunca dantes pensadas no Brasil estão acontecendo agora. Isso é muito perigoso e nós temos que entender que somos irmãos. E temos que puxar isso de qualquer maneira não podemos rebater esse ódio. Temos que amortecer esse ódio com ações tranquilas”.Ainda que se declare a favor ao governo Dilma Jean concorda com as declarações da presidente reeleita de que está disposta ao diálogo. “Se isso não for uma figura retórica o que geralmente acontece eu acho ótimo” afirmou ponderando não acreditar muito “porque não é do feitio do partido tampouco da história da Dilma”.",FAKE
"Lulinha faz ameaça: Se colocarem meu pai na cadeia vou mandar colocar fogo no Brasil----Não é preciso pensar muito para enxergar o lado ruim da operação marqueteira e golpista da Polícia Federal apelidada de “triplo x” em alusão à instrumentalização golpista da compra não concretizada de um imóvel de três pisos pela família do ex-presidente Lula. Esse tipo de imóvel como se sabe é conhecido como “triplex”. Daí o nome da operação da PF.Filho de LULA usa as redes sociais para ameaçar e deixar de plantão o MST e demais grupos ‘patrocinados’ pelo PT com a seguinte determinação: “Se colocarem meu pai na cadeia vou mandar tacar fogo no Brasil vou fazer o diabo nesse país”",FAKE
"Maria do Rosário e Jean Wyllys querem descriminalizar a pedofilia. “Pedófilo tem que ser tratado e não preso”----A deputada federal Maria do Rosário (PT) junto com o também deputado federal Jean Wyllys (PSOL) entraram em um acordo pessoal para juntos criarem um projeto para descriminalizar a pedofilia pois segundo eles pedófilos não são responsáveis por seus atos uma vez que sofrem de um transtorno psicológico de desejo por crianças.O projeto visa revogar a lei que trata a pedofilia como crime e passe a tratar os casos como doença. Se caso o projeto seja mesmo criado e aprovado pedófilos não serão presos mas sim submetidos a tratamento psicológico e posteriormente internados em clinicas de reabilitação.“Colocar um ser humano dentro de uma cadeia apenas pelo fato de esse sentir desejos sexuais por crianças é algo cruel e inadmissível temos que mudar isso.” Disse um manifestante que apoia as causas dos dois deputados.Há alguns anos o cunhado deputado Maria do Rosário foi flagrado em uma blitz de trânsito acompanhado de duas crianças 11 e 15 anos.O cunhado da deputada alegou que estava dando carona para as meninas.Já referente à Jean Wyllys circula nas redes sociais uma notícia em que o mesmo afirma que casamento entre um adulto e criança não se tratava de pedofilia mas sim de um ato tradicional na cultura islâmica.Será tudo isso pura coincidência ou um plano para destruir nossas crianças?",FAKE
"William Bonner e Fátima Bernardes são flagrados em manifestação pró-governo----Após anos descendo o malho nos governos do PT William Bonner e Fátima Bernardes parecem arrependidos.Nosso face: https://www.facebook.com/profile.php?id=100010157083740Essa é a explicação mais plausível para a presença dos dois ontem em plena manifestação a favor do governo Dilma Rousseff.Nossa equipe flagrou o apresentador e a ex-apresentadora do Jornal Nacional em meio a um grupo de militantes petistas gritando a plenos pulmões:— O povo não é bobo abaixo a Rede Globo! O povo não é bobo abaixo a Rede Globo!Bonner estava bem à vontade e só pareceu se incomodar quando os outros manifestantes começaram a cantar:— Iu iu iu imita o Clodovil! Iu iu iu imita o Clodovil!Deixando logo depois a manifestação o apresentador declarou apenas que:— Esse governo é um a-ha-zo!",FAKE
"Mulher de Cabral se recusa a comer em presídio: "Não sou cachorro pra comer essa porcaria"----A mulher do ex-governador do Rio de Janeiro Sérgio Cabral está presa. Adriana Ancelmo foi transferida para o presídio de Bangu. Ela teve a prisão decretada pelo juiz Marcelo Bretas responsável pela operação Calicute um desdobramento da Lava Jato.A ex-primeira dama Adriana Ancelmo está numa cela individual vai ter direito a banho de sol e visitas. Ela Sérgio Cabral e outros 11 acusados viraram réus no processo que investiga um esquema de fraudes em licitações e cobrança de propina de empreiteiras. Os desvios podem chegar a R$ 224 milhões.Comportamento no presídio:Segundo informações internas da penitenciária de Bangu Adriana se recusou a comer no presídio e teria dito: "É isso que vou comer? Não sou cachorro pra comer essa porcaria me tragam comida de verdade".As informações foram passadas ao responsável pela alimentação dos detentos. que prometeu averiguar o caso.",FAKE
"É PARECE QUE AS URNAS ELETRÔNICAS NÃO SÃO INVIOLÁVEIS E SUSPEITAR DE MANIPULAÇÃO NÃO É PARANOIA----O número de eleitores que participaram da eleição da Assembleia Nacional Constituinte (ANC) do último domingo na Venezuela foi manipulado. A acusação veio à tona nesta terça-feira pela Smartmatic empresa que trabalha em pleitos venezuelanos desde 2004.  Conduziu inclusive as duas últimas eleições presidenciais: 2006 e 2012 que reelegeram Hugo Chávez. A informação foi dada pelo presidente da companhia de Londres e repercutida por agências internacionais. De acordo com ele os números oficiais foram inflados em um milhão. O órgão oficial eleitoral da Venezuela divulgou no início da semana que o comparecimento às urnas foi de 8.089.320 de pessoas.“Sabemos sem dúvidas que o comparecimento da última eleição para a Assembleia Nacional Constituinte foi manipulado” declarou Antonio Mugica CEO da Smartmatic. Ainda segundo ele a fraude foi detectada em razão do sistema eleitoral automatizado usado no país. O executivo se recusou a responder se tal manipulação poderia mudar o resultado final da eleição.Opa! Quer dizer que as urnas eletrônicas não são invioláveis e que é perfeitamente factível uma enorme manipulação dos resultados? E quem diz isso é o presidente da própria Smartmatic “por acaso” a mesma empresa que fornece o sistema ao Brasil? Ou seja quando a direita levantou suspeitas após inúmeros indícios de que pode ter havido fraude em nossas eleições não era maluquice de reacionário paranoico afinal de contas?Recordar é viver:Em 29 de outubro de 2006 o poderoso matutino The New York Times denunciou que os EUA investigavam a presença das mãos do governo de Chávez num suposto golpe eletrônico em urnas em vários países. O centro de tudo era a empresa venezuelana Smartmatic. Que aliás trabalhou no Brasil prestando seus serviços nas eleições presidenciais de 2014.Nas eleições presidenciais de 2014 a empresa recebeu um contrato junto ao TSE no valor  de R$ 136.180.63371 (cento e trinta e seis milhões cento e oitenta mil seiscentos e trinta e três reais e setenta e um centavos).Várias eleições latino-americanas foram decididas por poucos votos diferenças irrisórias de um ou dois pontos percentuais. Inclusive a vitória de Dilma em 2014. Ou seja bastava manipular algumas urnas para mudar totalmente o resultado. Lembram quando Aécio Neves já era considerado o vitorioso com mais de 90% das urnas apuradas? Pois é. Mas suspeitar de fraude já era absurdo diziam os bolivarianos os mesmos que defendem Maduro na Venezuela. Leandro Ruschel comentou:Quando a própria Smartmatic a empresa envolvida em várias fraudes eleitorais denuncia a adulteração de resultados eleitorais pelo governo venezuelano você percebe o quanto esse governo é podre. E também o quanto aparentemente está quebrado para não ter dinheiro suficiente para silenciar a Smartmatic.Quem ainda acha que esses comunistas – sim são comunistas – jogam de acordo com as regras do jogo e não são capazes de cometer os mais escancarados crimes para chegar ou ficar no poder não entendeu nada sobre a essência dessa gente. É claro que as urnas eletrônicas não são confiáveis! Ou você acha que os americanos optam pelo sistema analógico por falta de capacidade tecnológica? Bobinho…",FAKE
"Presidente Michel Temer propõe o fim do carnaval no Brasil----Nem Olinda nem Salvador nem Rio de Janeiro. Após aprovação da chamada “PEC dos gastos” a PEC 241 que congela as despesas do Governo Federal com saúde e educação por até 20 anos uma notícia pode abalar os foliões de todo o país.Com as contas no “vermelho” o presidente Michel Temer acredita que não há mais espaço para supérfluos como educação e festejos como o carnaval enquanto durar a crise econômica. A medida já cancela o carnaval de 2017.“Um país que verdadeiramente mergulha em austeridade não possui momento e motivo nenhum para festejos. Não apenas não repassaremos mais nem um real para financiamento de carnaval como aboliremos a festa o feriado e proporemos calendário trabalhista normal” afirmou Temer.",FAKE
"Donald Trump diz que imigrantes brasileiros são porcos latinos----O bilionário americano Donald Trump candidato à Presidência dos Estados Unidos da América desembarcou em seu luxuoso avião em Nova Iorque para mais uma agenda de campanha. Cercado por dezenas de seguranças Donald Trump tinha um encontro marcado com a sua assessoria de campanha para depois seguir para uma entrevista na CNN.No caminho ainda no saguão do aeroporto JFK em Nova Iorque Trump foi cercado por jornalistas que fizeram algumas perguntas sobre seus projetos para os imigrantes que escolhem Nova Iorque como principal destino.Trump respondeu alguns pontos e enfatizou que os imigrantes brasileiros não são bem vindos na economia americano pois os mesmos parecem porcos latinos “chafurdando tudo pela frente tão desorganizados quanto a economia brasileira”.A declaração de Trump não caiu bem na comunidade brasileira em Nova Iorque que pediu retratação do candidato.Donald Trump disputa com Hillary Clinton a cadeira da presidência.",FAKE
"Senadora do PT Fátima Bezerra apresentou um projeto para obter Wi-Fi nos presidios----A Senadora Fátima Bezerra (PT/RN) apresentou nesta semana um projeto de lei que visa a tecnologia nas carceragens Brasileira o recurso de ter instalações de Wi-Fi para que então os detentos façam bom aproveito com video-aulas estimulantes ao qual traga um bom retorno de estimulação a reeducação dos detentos visando a melhoria mundialmente a mesma defende os direitos humanos e vê que esse projeto trás a liberdade de pensamento de expressão e igualdade dos carcereiros.A intenção é poder colocar os detentos em uma possível participação direta com o mundo de fora para que assim eles desenvolvam suas condições de cidadãos.Foi uma discussão muito controversa cheias de divergências entre todos os parlamentares que estiveram presentes na legalização do projeto",FAKE
""Eu fui melhor que Getúlio e se eleito serei melhor que Deus" diz Lula----Para o ex-presidente o céu tem que ser aqui na Terra dando oportunidades melhores para os trabalhadores. O ex-presidente Luis Inácio Lula da Silva disse durante um discurso disse que é bobagem acreditar que o pobre só vai ganhar os céus depois da morte. …Ao se expressar desta maneira ironiza a passagem escrita em Lucas 18.25 que diz ”Porque é mais fácil entrar um camelo pelo fundo de uma agulha do que entrar um rico no reino de Deus” e diz "Eu fui melhor que Getúlio e se eleito serei melhor que Deus".",FAKE
"LULA já teria plano de fuga e iria deixar o Brasil nesta madrugada; PF já estava de campana----LULA até que tentou em um jato particular ele ia sair do Brasil pelo aeroporto de “campo de marte” mas o toda equipa da PF já estava de campana e LULA foi levado pela LAVA-JATO.A operação Aletheia da Polícia Federal prenderia o ex-presidente Luiz Inácio Lula da Silva mas a cúpula da Justiça e o núcleo duro da Lava Jato reunida na Procuradoria Geral da República decidiu que uma condução coercitiva dele neste momento seria o mais importante para ele esclarecer a ligação de empreiteiras do ‘Petrolão’ nos gastos no sítio em Atibaia e no apartamento triplex no Guarujá.A condução coercitiva foi rascunhada no gabinete do PGR Rodrigo Janot na noite desta quinta-feira quando ele reuniu a força-tarefa dos investigadores de emergência – a Coluna revelou a reunião nesta madrugada.",FAKE
"UNIFORME UNISSEX EM TODAS ESCOLAS DO BRASIL – PROJETO DE LEI PARA 2018----O objetivo é que os pequenos possam escolher as roupas que as deixem mais confortáveis. Todas escolas voltadas ao ensino primário (para crianças com idades a partir dos 6 anos) estão no futuro projeto. Algumas instituições já reformularam os uniformes para deixá-los iguais para meninos e meninas. Enquanto isso outras começaram a permitir que os alunos usem peças de acordo com o gênero com o qual possuem identificação. — O dinheiro que temos alocado hoje é especificamente direcionado ao combate do bullying homofóbico nas escolas garantindo que as crianças não tenham suas vidas arruinadas por nenhum tipo de assédio moral e possam assim atingir seu pleno potencial — disse um porta-voz do MEC O porta-voz disse que políticas que tornem as escolas mais inclusivas serão incentivadas. Como foi o caso da escola federal Menino Cazuza que recebeu um subsídio do MEC e foi uma das pioneiras nos uniformes “genderless”. Lá os meninos podem usar saias e meninas podem usar calças. A inclusão dos transgêneros é extremamente importante pra nós — disse a ativista dos direitos humanos Paula Rogerio ao site folha.com No universo da moda o genderless tem marcado presenças nas passarelas como vimos na última edição da São Paulo Fashion Week e também em outras das semanas de moda mais importantes do mundo. E não só. A tendência se estendeu ao mercado da fast fashion por aqui: a C&A lançou neste ano uma linha de roupas sem distinção de gênero. Apesar das críticas o anúncio foi bem recebido pela comunidade LGBT. A ideologia de gênero que exige o uniforme unissex no colégio Pedro II não é uma “liberdade individual”: é mediar até o sexo pelo Estado. O colégio Pedro II um dos mais tradicionais do Rio de Janeiro acabou com a distinção de uniformes por gênero. É a chamada ideologia de gênero que tenta entrar nos currículos escolares brasileiros. A manchete repercutiu e gerou debates na semana indo parar até mesmo no Encontro com Fátima Bernardes. Meninos por exemplo agora têm o direito de usar saias.",FAKE
"Jovem é violentada e estuprada em BH por 54 manifestantes pró PT----Uma jovem estudante de Publicidade foi estuprada por 54 manifestantes pró Dilma após reclamar de algazarra em frente ao seu estabelecimento comercial. O crime sexual aconteceu em Belo Horizonte e chocou o Brasil inteiro pelo requinte de violência.A jovem Bianca Buzatto Cesarini 26 anos foi barbaramente violentada após se indispor com um grupo de manifestantes pró-Dilma na Vila Cemig em Belo Horizonte Minas Gerais.Ela reclamou de um grupo de aproximadamente 500 manifestantes pró-Dilma que protagonizavam uma passeata na rua em que possui um restaurante self servisse. Segundo ela “eles estavam fazendo batuques e invocando entidades espirituais da umbanda. Fizeram isso diante de meu restaurante porque em nossa fachada está escrito ‘Nesta casa servimos ao Senhor’. Foi uma atitude de provocação deles”.Ela partiu em direção aos manifestantes e disse: “Saiam daqui seus macumbeiros. Só podia ser petralha estas desgraças. Saiam daqui seus desgraçados”. Neste momento recebeu um soco em seu rosto e diversos chutes dos manifestantes. Um grupo de aproximadamente 50 homens tirou o corpo desmaiado da rua e levou para uma casa abandonada. Lá tiraram a roupa de Bianca e cometeram os mais bárbaros atos de violência sexual. Com o sangue da vítima escreveram em uma das paredes a frase: Não vai ter golpe.A violência aconteceu por volta de 13h mas o corpo da vítima foi encontrado as 17h. Desmaiada e ainda despida tinha marcas de violência por todo o corpo. No exame de corpo delito encontraram sêmen na vagina ânus boca orelha e cabelo. Segundo a vítima ela teria sido violentada por 3 horas consecutivas onde alternava lucidez e desmaios.",FAKE
"Pabllo Vittar ameça deixar o Brasil caso Bolsonaro seja eleito em 2018----A declaração teve muito impacto nas redes sociais e viralizou qual sua opinião sobre essa polêmica? Compartilhe com seus amigos.Apesar de faltar mais de um ano a eleição presidencial de 2018 já está gerando grande repercussão. E um dos possíveis candidatos é o deputado federal Jair Bolsonaro (PSC-RJ). O parlamentar tem muito apoio popular apesar de alguns grupos temerem sua candidatura.O crescimento da popularidade de Jair Bolsonaro não agrada nenhum pouco o público LGBT isso motivou o cantor e drag queen Pabllo Vittar a fazer uma forte declaração em seu Twitter. O cantor e compositor postou a seguinte mensagem:“Se Bolsonaro ganhar em 2018 eu declaro toda a minha carreira encerrada no Brasil. Não tem como viver no mesmo país que esse homem!”A declaração teve muito impacto nas redes sociais e viralizou qual sua opinião sobre essa polêmica? Compartilhe com seus amigos.",FAKE
"Maria do Rosário pode tirar Bolsonaro da disputa eleitoral----A nova condenação do deputado federal Jair Messias Bolsonaro no processo movido pela também deputada Maria do Rosário pode tirar Bolsonaro das eleições 2018 em função das restrições da Lei da Ficha Limpa.O Superior Tribunal de Justiça (STJ) rejeitou nesta terça-feira (15) recurso do deputado Jair Bolsonaro (PSC-RJ) contra condenação do Tribunal de Justiça do Distrito Federal e Territórios (TJDFT)  por ofensa à deputada Maria do Rosário (PT-RS). Em 2014 o parlamentar disse que a colega não merecia ser estuprada por ser “feia e não fazer seu gênero”.  “Ela não merece porque ela é muito ruim porque ela é muito feia. Não faz meu gênero. Jamais a estupraria” disse Bolsonaro. A decisão foi por unanimidade entre os ministros da 3ª Turma da Corte.Com a condenação em segunda instância Bolsonaro é considerado formalmente inelegível nos termos da Lei da Ficha Limpa. Presidenciável que ocupa o segundo lugar do eleitorado atrás apenas do ex-presidente Lula nas principais pesquisas de intenção de voto (Ibope Datafolha etc) o deputado só pode reverter a condição de inelegibilidade caso o o Supremo Tribunal Federal (STF) acolha o recurso que ele deve ajuizar contra o resultado do julgamento.O TJDFT condenou o deputado a pagar R$ 10 mil à deputada por danos morais mais veiculação de retratação pública em algum jornal de grande circulação e em seus canais oficiais no Facebook e YouTube. O parlamentar até o momento não cumpriu nenhuma das condenações.A sessão do STJ estava lotada. No recurso Bolsonaro alegava que tinha “imunidade parlamentar” o que lhe protegeria do processo. A ministra Nancy Andrighini é relatora do caso e rejeitou o recurso do parlamentar. A ministra contestou a tese da defesa embasada no Artigo 53 da Constituição segundo a qual “os deputados são invioláveis por suas opiniões palavras e votos no exercício das funções do mandato”.“Em manifestações que não guardam nenhuma relação com a função parlamentar sem teor minimamente político afasta-se a relação com a imunidade parlamentar. Considerando que as ofensas foram vinculadas pela imprensa e pela internet a localização é meramente acidental” ressaltou a relatora.Quem comemorou a decisão foi o ex-presidente Lula. Com o afastamento de Bolsonaro das eleições ele estatisticamente estaria eleito como o próximo presidente do Brasil. Nos bastidores do Instituto Lula ele teria dito: Agora não tem pra ninguém o Brasil é nosso novamente.Ficha Limpa ou Lei Complementar nº. 135 de 2010 – A lei torna inelegível por oito anos um candidato que tiver o mandato cassado renunciar para evitar a cassação ou for condenado por decisão de órgão colegiado (com mais de um juiz) mesmo que ainda exista a possibilidade de recursos.",FAKE
"Tiririca é citado na operação Lava Jato----O deputado federal Tiririca foi citado na delação premiada do senador Delcídio do Amaral e a razão do envolvimento do palhaço neste escândalo deixará você chocado.O senador Delcídio do Amaral não demorou mais do que dois dias preso para começar a considerar a possibilidade de uma delação premiada. A delação foi homologada nesta terça-feira pelo ministro Teori Zavascki do Supremo Tribunal Federal. Em 254 páginas e 21 termos o senador não poupa correligionários nem adversários.O senador que era filiado ao PT delatou a presidenta o ex-presidente diversos ministros e muitos nomes da oposição dentre eles o senador Aécio Neves que passará também a ser alvo das investigações. No entanto o trecho mais surpreendente da delação é o que cita o deputado federal Francisco Everardo o Tiririca.Segundo Delcídio o deputado Tiririca teria sido convidado a fazer parte dos deputados que teriam como missão barrar a CPI da Petrobrás. Foi oferecido R$ 500 mil para ele votar contra a instauração da Comissão Parlamentar de Inquérito que investigaria o escândalo da estatal. Ele imediatamente teria se alterado e ameaçado bater no operador do petrolão que já estava com a mala de dinheiro para suborna-lo. O operador foi expulso com empurrões e xingamentos.Imediatamente após o fato Tiririca mandou para o senador a seguinte mensagem:Delcídio não te chamo de excelência porque você não é excelente. Nunca mais mande ninguém pra me oferecer dinheiro em troca de votos. Voto com minha consciência pensando no que pode ser melhor pro povo. Nem meu partido tem moral de me fazer mudar um voto quanto mais seu dinheiro sujo.Não entrei pra política atrás de dinheiro. Já passei fome na época do circo. Fiz sucesso e ganhei muito dinheiro. Perdi todo meu dinheiro e todo meu sucesso. Voltei pro circo sem nenhum constrangimento porque lá é minha casa. Me reergui graças ao povo e ao Tom Cavalcante. Mesmo na miséria não roubei dinheiro de ninguém. Não seria agora que sujaria minhas mãos e minha história.Posso estar sendo chamado de otário por todos os outros deputados que aceitaram fazer isso. Não tem problema se ser otário é seguir os passos de Cristo eu serei pra sempre um otário. Só que meus filhos nunca irão precisar me visitar num presídio. Entendeu Delcídio?",FAKE
